"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","cluster","db","Diagnosis"
"136","quinone biosynthetic process (GO:1901663)","1/14",0.053919196130249,0.237245863984792,0,0,19.6331360946746,57.3340332334518,"COQ2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"137","mitotic cell cycle arrest (GO:0071850)","1/14",0.053919196130249,0.237245863984792,0,0,19.6331360946746,57.3340332334518,"FAP","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"138","ubiquinone metabolic process (GO:0006743)","1/14",0.053919196130249,0.237245863984792,0,0,19.6331360946746,57.3340332334518,"COQ2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"139","regulation of interferon-gamma biosynthetic process (GO:0045072)","1/14",0.053919196130249,0.237245863984792,0,0,19.6331360946746,57.3340332334518,"CEBPG","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"140","pore complex assembly (GO:0046931)","1/14",0.053919196130249,0.237245863984792,0,0,19.6331360946746,57.3340332334518,"ANO6","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"141","purine-containing compound salvage (GO:0043101)","1/14",0.053919196130249,0.237245863984792,0,0,19.6331360946746,57.3340332334518,"GMPR2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"142","regulation of extracellular matrix disassembly (GO:0010715)","1/14",0.053919196130249,0.237245863984792,0,0,19.6331360946746,57.3340332334518,"FAP","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"143","regulation of heart contraction (GO:0008016)","2/95",0.0543354450311445,0.237245863984792,0,0,5.53777405390309,16.129201658303,"NPPA;ITPR2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"144","ion transmembrane transport (GO:0034220)","3/219",0.0558838990719925,0.237245863984792,0,0,3.60105994152047,10.3871816754273,"GJA1;ANO6;GABRG3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"145","mitotic cell cycle phase transition (GO:0044772)","3/221",0.0571210540065564,0.237245863984792,0,0,3.56766055045872,10.2127226884557,"POLE3;CEP250;CDC25B","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"146","response to UV (GO:0009411)","2/98",0.0574081679716981,0.237245863984792,0,0,5.36390692640693,15.3277324708536,"UVSSA;GTF2H2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"147","negative regulation of coagulation (GO:0050819)","1/15",0.0576588245288116,0.237245863984792,0,0,18.2298534798535,52.013636218945,"CD34","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"148","ubiquinone biosynthetic process (GO:0006744)","1/15",0.0576588245288116,0.237245863984792,0,0,18.2298534798535,52.013636218945,"COQ2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"149","regulation of delayed rectifier potassium channel activity (GO:1902259)","1/15",0.0576588245288116,0.237245863984792,0,0,18.2298534798535,52.013636218945,"NPPA","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"150","vasculature development (GO:0001944)","1/15",0.0576588245288116,0.237245863984792,0,0,18.2298534798535,52.013636218945,"ERRFI1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"151","regulation of macrophage chemotaxis (GO:0010758)","1/15",0.0576588245288116,0.237245863984792,0,0,18.2298534798535,52.013636218945,"MTUS1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"152","negative regulation of interleukin-2 production (GO:0032703)","1/15",0.0576588245288116,0.237245863984792,0,0,18.2298534798535,52.013636218945,"CD34","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"153","sulfate transport (GO:0008272)","1/15",0.0576588245288116,0.237245863984792,0,0,18.2298534798535,52.013636218945,"SLC26A4","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"154","positive regulation of small GTPase mediated signal transduction (GO:0051057)","1/15",0.0576588245288116,0.237245863984792,0,0,18.2298534798535,52.013636218945,"NGF","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"155","intra-S DNA damage checkpoint (GO:0031573)","1/15",0.0576588245288116,0.237245863984792,0,0,18.2298534798535,52.013636218945,"HUS1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"156","positive regulation of potassium ion transmembrane transport (GO:1901381)","1/15",0.0576588245288116,0.237245863984792,0,0,18.2298534798535,52.013636218945,"ANO6","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"157","monovalent inorganic anion homeostasis (GO:0055083)","1/15",0.0576588245288116,0.237245863984792,0,0,18.2298534798535,52.013636218945,"SLC12A9","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"158","regulation of lipid metabolic process (GO:0019216)","2/100",0.0594897545967717,0.243230262465282,0,0,5.25390935595017,14.8262756693766,"HELZ2;LACTB","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"159","positive regulation of epithelial cell apoptotic process (GO:1904037)","1/16",0.061383857764298,0.243275902550531,0,0,17.0136752136752,47.4785046472436,"ANO6","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"160","DNA strand elongation involved in DNA replication (GO:0006271)","1/16",0.061383857764298,0.243275902550531,0,0,17.0136752136752,47.4785046472436,"PARP2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"161","regulation of interferon-alpha production (GO:0032647)","1/16",0.061383857764298,0.243275902550531,0,0,17.0136752136752,47.4785046472436,"IRF3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"162","protein deacylation (GO:0035601)","1/16",0.061383857764298,0.243275902550531,0,0,17.0136752136752,47.4785046472436,"NOTUM","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"163","guanosine-containing compound metabolic process (GO:1901068)","1/16",0.061383857764298,0.243275902550531,0,0,17.0136752136752,47.4785046472436,"GMPR2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"164","transmembrane transport (GO:0055085)","4/378",0.0626102448371096,0.24383790674376,0,0,2.78745098039216,7.72354265011415,"GJA1;PSME1;ANO6;GABRG3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"165","positive regulation of angiogenesis (GO:0045766)","2/103",0.062660461737632,0.24383790674376,0,0,5.0970811366851,14.1190402619348,"VASH2;CD34","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"166","positive regulation of vasculature development (GO:1904018)","2/104",0.0637299891037906,0.24383790674376,0,0,5.04685510567864,13.8944969965002,"VASH2;CD34","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"167","neurotrophin signaling pathway (GO:0038179)","1/17",0.0650943520502517,0.24383790674376,0,0,15.9495192307692,43.5727705690208,"NGF","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"168","nucleobase-containing compound biosynthetic process (GO:0034654)","1/17",0.0650943520502517,0.24383790674376,0,0,15.9495192307692,43.5727705690208,"GMPR2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"169","preassembly of GPI anchor in ER membrane (GO:0016254)","1/17",0.0650943520502517,0.24383790674376,0,0,15.9495192307692,43.5727705690208,"PIGB","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"170","maturation of 5.8S rRNA (GO:0000460)","1/17",0.0650943520502517,0.24383790674376,0,0,15.9495192307692,43.5727705690208,"RRP15","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"171","positive regulation of monocyte chemotaxis (GO:0090026)","1/17",0.0650943520502517,0.24383790674376,0,0,15.9495192307692,43.5727705690208,"ANO6","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"172","DNA replication checkpoint (GO:0000076)","1/17",0.0650943520502517,0.24383790674376,0,0,15.9495192307692,43.5727705690208,"HUS1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"173","positive regulation of cell cycle process (GO:0090068)","2/107",0.0669755409808742,0.24383790674376,0,0,4.90191713048856,13.2519789763534,"FAP;CDC25B","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"174","glucan catabolic process (GO:0009251)","1/18",0.0687903633714564,0.24383790674376,0,0,15.0105580693816,40.1786348626712,"GAA","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"175","regulation of cardiac muscle cell membrane repolarization (GO:0099623)","1/18",0.0687903633714564,0.24383790674376,0,0,15.0105580693816,40.1786348626712,"NPPA","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"176","glycogen catabolic process (GO:0005980)","1/18",0.0687903633714564,0.24383790674376,0,0,15.0105580693816,40.1786348626712,"GAA","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"177","DNA ligation (GO:0006266)","1/18",0.0687903633714564,0.24383790674376,0,0,15.0105580693816,40.1786348626712,"PARP2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"178","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280)","2/109",0.0691694128123348,0.24383790674376,0,0,4.80980701541449,12.8479397876929,"EGLN3;NGF","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"179","transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)","4/396",0.0716520273322124,0.24383790674376,0,0,2.65700680272109,7.00369411828854,"EFNA2;FLT3;NGF;VAV1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"180","regulation of protein kinase A signaling (GO:0010738)","1/19",0.0724719475151733,0.24383790674376,0,0,14.1759259259259,37.2055075152145,"AKAP12","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"181","purine ribonucleoside bisphosphate metabolic process (GO:0034035)","1/19",0.0724719475151733,0.24383790674376,0,0,14.1759259259259,37.2055075152145,"ENPP1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"182","protein ADP-ribosylation (GO:0006471)","1/19",0.0724719475151733,0.24383790674376,0,0,14.1759259259259,37.2055075152145,"PARP2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"183","histone methylation (GO:0016571)","1/19",0.0724719475151733,0.24383790674376,0,0,14.1759259259259,37.2055075152145,"PRMT9","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"184","osteoclast differentiation (GO:0030316)","1/19",0.0724719475151733,0.24383790674376,0,0,14.1759259259259,37.2055075152145,"EFNA2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"185","positive regulation of blood coagulation (GO:0030194)","1/19",0.0724719475151733,0.24383790674376,0,0,14.1759259259259,37.2055075152145,"ANO6","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"186","positive regulation of heart contraction (GO:0045823)","1/19",0.0724719475151733,0.24383790674376,0,0,14.1759259259259,37.2055075152145,"NPPA","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"187","cellular polysaccharide catabolic process (GO:0044247)","1/19",0.0724719475151733,0.24383790674376,0,0,14.1759259259259,37.2055075152145,"GAA","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"188","gamma-aminobutyric acid signaling pathway (GO:0007214)","1/19",0.0724719475151733,0.24383790674376,0,0,14.1759259259259,37.2055075152145,"GABRG3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"189","sulfur compound transport (GO:0072348)","1/19",0.0724719475151733,0.24383790674376,0,0,14.1759259259259,37.2055075152145,"SLC26A4","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"190","positive regulation of interferon-alpha production (GO:0032727)","1/19",0.0724719475151733,0.24383790674376,0,0,14.1759259259259,37.2055075152145,"IRF3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"191","morphogenesis of an epithelium (GO:0002009)","1/19",0.0724719475151733,0.24383790674376,0,0,14.1759259259259,37.2055075152145,"WNT10A","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"192","positive regulation of mononuclear cell migration (GO:0071677)","1/19",0.0724719475151733,0.24383790674376,0,0,14.1759259259259,37.2055075152145,"ANO6","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"193","negative regulation of cell growth (GO:0030308)","2/115",0.0758903405100737,0.24716531351382,0,0,4.55303988047351,11.7398579305694,"GJA1;ENPP1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"194","epithelium development (GO:0060429)","2/115",0.0758903405100737,0.24716531351382,0,0,4.55303988047351,11.7398579305694,"ERRFI1;CD34","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"195","regulation of epidermal cell differentiation (GO:0045604)","1/20",0.0761391600452789,0.24716531351382,0,0,13.4291497975709,34.5826466431825,"ERRFI1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"196","immune response-activating cell surface receptor signaling pathway (GO:0002429)","1/20",0.0761391600452789,0.24716531351382,0,0,13.4291497975709,34.5826466431825,"RFTN2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"197","regulation of glycogen biosynthetic process (GO:0005979)","1/20",0.0761391600452789,0.24716531351382,0,0,13.4291497975709,34.5826466431825,"ENPP1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"198","regulation of calcium ion transmembrane transport (GO:1903169)","1/20",0.0761391600452789,0.24716531351382,0,0,13.4291497975709,34.5826466431825,"NPPA","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"199","mitochondrial RNA metabolic process (GO:0000959)","1/20",0.0761391600452789,0.24716531351382,0,0,13.4291497975709,34.5826466431825,"EARS2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"200","negative regulation of protein tyrosine kinase activity (GO:0061099)","1/21",0.0797920563372017,0.248369708456433,0,0,12.7570512820513,32.2540523599158,"ERRFI1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"201","non-motile cilium assembly (GO:1905515)","1/21",0.0797920563372017,0.248369708456433,0,0,12.7570512820513,32.2540523599158,"CEP250","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"202","dendritic cell differentiation (GO:0097028)","1/21",0.0797920563372017,0.248369708456433,0,0,12.7570512820513,32.2540523599158,"FLT3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"203","nucleotide-excision repair, preincision complex stabilization (GO:0006293)","1/21",0.0797920563372017,0.248369708456433,0,0,12.7570512820513,32.2540523599158,"GTF2H2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"204","hepaticobiliary system development (GO:0061008)","1/21",0.0797920563372017,0.248369708456433,0,0,12.7570512820513,32.2540523599158,"CEBPG","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"205","positive regulation of programmed cell death (GO:0043068)","3/257",0.0815461301169018,0.248369708456433,0,0,3.05641317861583,7.66116372205912,"ANO6;NGF;VAV1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"206","DNA replication (GO:0006260)","2/120",0.0816434697004848,0.248369708456433,0,0,4.35901386748844,10.9210447569208,"POLE3;HUS1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"207","negative regulation of growth (GO:0045926)","2/120",0.0816434697004848,0.248369708456433,0,0,4.35901386748844,10.9210447569208,"GJA1;ENPP1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"208","maturation of LSU-rRNA (GO:0000470)","1/22",0.083430691540319,0.248369708456433,0,0,12.1489621489621,30.1748515026569,"RRP15","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"209","purine-containing compound biosynthetic process (GO:0072522)","1/22",0.083430691540319,0.248369708456433,0,0,12.1489621489621,30.1748515026569,"GMPR2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"210","peripheral nervous system development (GO:0007422)","1/22",0.083430691540319,0.248369708456433,0,0,12.1489621489621,30.1748515026569,"NGF","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"211","cellular response to nerve growth factor stimulus (GO:1990090)","1/22",0.083430691540319,0.248369708456433,0,0,12.1489621489621,30.1748515026569,"NGF","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"212","regulation of monocyte chemotaxis (GO:0090025)","1/22",0.083430691540319,0.248369708456433,0,0,12.1489621489621,30.1748515026569,"ANO6","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"213","positive regulation of interleukin-10 production (GO:0032733)","1/22",0.083430691540319,0.248369708456433,0,0,12.1489621489621,30.1748515026569,"CD34","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"214","nucleotide-excision repair, DNA incision, 3'-to lesion (GO:0006295)","1/22",0.083430691540319,0.248369708456433,0,0,12.1489621489621,30.1748515026569,"GTF2H2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"215","lymphocyte activation involved in immune response (GO:0002285)","1/22",0.083430691540319,0.248369708456433,0,0,12.1489621489621,30.1748515026569,"LCP1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"216","hematopoietic progenitor cell differentiation (GO:0002244)","1/22",0.083430691540319,0.248369708456433,0,0,12.1489621489621,30.1748515026569,"FLT3","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"217","nucleotide-excision repair, DNA duplex unwinding (GO:0000717)","1/22",0.083430691540319,0.248369708456433,0,0,12.1489621489621,30.1748515026569,"GTF2H2","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"218","mitotic G2/M transition checkpoint (GO:0044818)","1/23",0.0870551206102124,0.254651509993655,0,0,11.5961538461538,28.3086906884965,"HUS1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"219","regulation of cell size (GO:0008361)","1/23",0.0870551206102124,0.254651509993655,0,0,11.5961538461538,28.3086906884965,"VAV1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"220","regulation of proteolysis involved in cellular protein catabolic process (GO:1903050)","1/23",0.0870551206102124,0.254651509993655,0,0,11.5961538461538,28.3086906884965,"PSME1","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"221","G2/M transition of mitotic cell cycle (GO:0000086)","2/126",0.0887189757103306,0.254651509993655,0,0,4.14683703393381,10.0448065528577,"CEP250;CDC25B","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"222","negative regulation of response to stimulus (GO:0048585)","2/127",0.0899156367929537,0.254651509993655,0,0,4.11345454545455,9.90883244205047,"FLT3;CD34","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"223","cell cycle G2/M phase transition (GO:0044839)","2/127",0.0899156367929537,0.254651509993655,0,0,4.11345454545455,9.90883244205047,"CEP250;CDC25B","All","GO_Biological_Process_2018","eGFPc_eGFPs"
"224","protein lipidation (GO:0006497)","2/127",0.0899156367929537,0.254651509993655,0,0,4.11345454545455,9.90883244205047,"PIGB;NTM","All","GO_Biological_Process_2018","eGFPc_eGFPs"
